"link","Link_url","count"
"[Rd] getNativeSymbolInfo(""user_unif_rand"") returns different results on windows and linux ","https://stat.ethz.ch/pipermail/r-devel/2011-August/061809.html",4
"[Rd] gsub(""\\"", ""\\\\"", ""C:\Program Files\R"") ","https://stat.ethz.ch/pipermail/r-devel/2011-August/061772.html",4
"[Rd] Implementing a ""plugin"" paradigm with R methods ","https://stat.ethz.ch/pipermail/r-devel/2011-August/061841.html",4
"[Rd] initFields() method no longer coerces arguments in R-devel ","https://stat.ethz.ch/pipermail/r-devel/2011-August/061714.html",4
"[Rd] Licensing Issue with JRI ","https://stat.ethz.ch/pipermail/r-devel/2011-August/061831.html",4
"[Rd] matrix bands ","https://stat.ethz.ch/pipermail/r-devel/2011-August/061849.html",4
"[Rd] one way to solve bad looking density plots in postscript ","https://stat.ethz.ch/pipermail/r-devel/2011-August/061691.html",4
"[Rd] Out-of-date manual or small bug in R CMD check? ","https://stat.ethz.ch/pipermail/r-devel/2011-August/061876.html",4
"[Rd] array extraction ","https://stat.ethz.ch/pipermail/r-devel/2011-September/062103.html",4
"[Rd] Building R package with precompiled shared library ","https://stat.ethz.ch/pipermail/r-devel/2011-September/062003.html",4
"[Rd] How to safely using OpenMP pragma inside a .C() function? ","https://stat.ethz.ch/pipermail/r-devel/2011-September/061913.html",4
"[Rd] parser does not catch strings without closing quote ","https://stat.ethz.ch/pipermail/r-devel/2011-September/061918.html",4
"[Rd] Warning: changing locked binding for ... ","https://stat.ethz.ch/pipermail/r-devel/2011-September/062117.html",4
"[Rd] ""What Calls What"" diagram. Flow Chart? ","https://stat.ethz.ch/pipermail/r-devel/2011-October/062206.html",4
"[Rd] .onLoad failing because could not find function	""loadMethod"" ","https://stat.ethz.ch/pipermail/r-devel/2011-October/062254.html",4
"[Rd] BitSet equivalent? Java code usable? ","https://stat.ethz.ch/pipermail/r-devel/2011-October/062197.html",4
"[Rd] gctorture() and gzfile() doesn't get along. ","https://stat.ethz.ch/pipermail/r-devel/2011-October/062262.html",4
"[Rd] multiple defines of diag ","https://stat.ethz.ch/pipermail/r-devel/2011-October/062179.html",4
"[Rd] tzone DB lawsuit Implications for R-project? ","https://stat.ethz.ch/pipermail/r-devel/2011-October/062192.html",4
"[Rd] 32 vs 64 bit difference? ","https://stat.ethz.ch/pipermail/r-devel/2011-November/062689.html",4
"[Rd] Non-free packages in CRAN ","https://stat.ethz.ch/pipermail/r-devel/2011-November/062584.html",4
"[Rd] Sweave, cairo_pdf, xetex, CJK (Re:  Sweave, cairo_pdf, CJK,	ghostscript) ","https://stat.ethz.ch/pipermail/r-devel/2011-November/062396.html",4
"[Rd] When collected warnings exceeds 50 ","https://stat.ethz.ch/pipermail/r-devel/2011-November/062520.html",4
"[Rd] CRAN link broken ","https://stat.ethz.ch/pipermail/r-devel/2011-December/062922.html",4
"[Rd] Initializing a large data structure to be accessed strictly within a shared C library ","https://stat.ethz.ch/pipermail/r-devel/2011-December/062905.html",4
"[Rd] Subsetting a data frame vs. subsetting the columns ","https://stat.ethz.ch/pipermail/r-devel/2011-December/062911.html",4
"[Rd] Failure to get compactPDF to compact a pdf file ","https://stat.ethz.ch/pipermail/r-devel/2012-January/063080.html",4
"[Rd] ftable.formula ","https://stat.ethz.ch/pipermail/r-devel/2012-January/063104.html",4
"[Rd] Help page of colors() : add a new example ? ","https://stat.ethz.ch/pipermail/r-devel/2012-January/063144.html",4
"[Rd] lubridate does not install on FreeBSD any more ","https://stat.ethz.ch/pipermail/r-devel/2012-January/062987.html",4
"[Rd] nobs() and logLik() ","https://stat.ethz.ch/pipermail/r-devel/2012-January/063064.html",4
"[Rd] problem with R installation package ","https://stat.ethz.ch/pipermail/r-devel/2012-January/062969.html",4
"[Rd] returning information from functions via attributes rather than return list ","https://stat.ethz.ch/pipermail/r-devel/2012-January/062930.html",4
"[Rd] tcltk GUIs (was need gui matrix editor: does R Core team have advice on how?) ","https://stat.ethz.ch/pipermail/r-devel/2012-January/063137.html",4
"[Rd] capture.output() is trying to allocate 17179869182.6 Gb on my not so big data.frame ","https://stat.ethz.ch/pipermail/r-devel/2012-February/063205.html",4
"[Rd] Crash in R using embedded. ","https://stat.ethz.ch/pipermail/r-devel/2012-February/063170.html",4
"[Rd] help.search() in html? ","https://stat.ethz.ch/pipermail/r-devel/2012-February/063274.html",4
"[Rd] OpenMP and random number generation ","https://stat.ethz.ch/pipermail/r-devel/2012-February/063355.html",4
"[Rd] Parallel R CMD check? ","https://stat.ethz.ch/pipermail/r-devel/2012-February/063302.html",4
"[Rd] Resume processing after warning handler. ","https://stat.ethz.ch/pipermail/r-devel/2012-February/063183.html",4
"[Rd] RFC: Proposal to make NROW() and NCOL() slightly more	general ","https://stat.ethz.ch/pipermail/r-devel/2012-February/063187.html",4
"[Rd] drawing the graph with many nodes ","https://stat.ethz.ch/pipermail/r-devel/2012-March/063676.html",4
"[Rd] hash table clean-up ","https://stat.ethz.ch/pipermail/r-devel/2012-March/063448.html",4
"[Rd] How to install sqldf to R with version 2.10? ","https://stat.ethz.ch/pipermail/r-devel/2012-March/063553.html",4
"[Rd] PROTECT help ","https://stat.ethz.ch/pipermail/r-devel/2012-March/063682.html",4
"[Rd] seeing feedback when R CMD check pkg runs unit tests. ","https://stat.ethz.ch/pipermail/r-devel/2012-March/063438.html",4
"[Rd] serialization regression in 2.15.0 beta ","https://stat.ethz.ch/pipermail/r-devel/2012-March/063664.html",4
"[Rd] Task View on Numerical Analysis and Differential Equations ","https://stat.ethz.ch/pipermail/r-devel/2012-March/063494.html",4
"[Rd] uncompressed saves warning ","https://stat.ethz.ch/pipermail/r-devel/2012-March/063616.html",4
"[Rd] C - R integration: Memory Issues ","https://stat.ethz.ch/pipermail/r-devel/2012-April/063885.html",4
"[Rd] creating a package in R ","https://stat.ethz.ch/pipermail/r-devel/2012-April/063966.html",4
"[Rd] R --debug crashes R on Windows ","https://stat.ethz.ch/pipermail/r-devel/2012-April/063871.html",4
"[Rd] Use of R in C# ","https://stat.ethz.ch/pipermail/r-devel/2012-April/063943.html",4
"[Rd] f951.exe: sorry, unimplemented: 64-bit mode not compiled ","https://stat.ethz.ch/pipermail/r-devel/2012-May/064019.html",4
"[Rd] fast version of split.data.frame or conversion from data.frame to list of its rows ","https://stat.ethz.ch/pipermail/r-devel/2012-May/063975.html",4
"[Rd] How to list package dependency on a Bioconductor package? ","https://stat.ethz.ch/pipermail/r-devel/2012-May/064037.html",4
"[Rd] looking for adice on bigmemory framework with C++ and java	interoperability ","https://stat.ethz.ch/pipermail/r-devel/2012-May/064020.html",4
"[Rd] modifying some package code ","https://stat.ethz.ch/pipermail/r-devel/2012-May/064184.html",4
"[Rd] Passing externalptr to .C() ","https://stat.ethz.ch/pipermail/r-devel/2012-May/064062.html",4
"[Rd] Problem compiling package LogicReg - make Error 255 ","https://stat.ethz.ch/pipermail/r-devel/2012-May/064080.html",4
"[Rd] Replacements for stdout and stderr guaranteed to be open in all versions of R ","https://stat.ethz.ch/pipermail/r-devel/2012-May/064063.html",4
"[Rd] An extreme quantile of the geometric distribution ","https://stat.ethz.ch/pipermail/r-devel/2012-June/064361.html",4
"[Rd] problem in compililng c code using R CMD SHLIB ","https://stat.ethz.ch/pipermail/r-devel/2012-June/064243.html",4
"[Rd] x11 icon and class ","https://stat.ethz.ch/pipermail/r-devel/2012-June/064268.html",4
"[Rd] Numerics behind splineDesign ","https://stat.ethz.ch/pipermail/r-devel/2012-July/064541.html",4
"[Rd] Use GPU in R with .Call ","https://stat.ethz.ch/pipermail/r-devel/2012-July/064461.html",4
"[Rd] [R] debug vs regular mode ","https://stat.ethz.ch/pipermail/r-devel/2012-August/064594.html",4
"[Rd] CRAN check error with no example? ","https://stat.ethz.ch/pipermail/r-devel/2012-August/064697.html",4
"[Rd] Don't dput() data frames? ","https://stat.ethz.ch/pipermail/r-devel/2012-August/064728.html",4
"[Rd] INDEX   rdb and rdx files ","https://stat.ethz.ch/pipermail/r-devel/2012-August/064552.html",4
"[Rd] misc subdirectory ","https://stat.ethz.ch/pipermail/r-devel/2012-August/064688.html",4
"[Rd] Rd] Numerics behind splineDesign ","https://stat.ethz.ch/pipermail/r-devel/2012-August/064559.html",4
"[Rd] rdyncall fears removal from CRAN ","https://stat.ethz.ch/pipermail/r-devel/2012-August/064659.html",4
"[Rd] methods cbind2 bind_activation disrupts cbind everywhere ","https://stat.ethz.ch/pipermail/r-devel/2012-September/064847.html",4
"[Rd] R crashes when printing a named numeric vector of a specific class - Bug? ","https://stat.ethz.ch/pipermail/r-devel/2012-September/064834.html",4
"[Rd] valgrind crashing ","https://stat.ethz.ch/pipermail/r-devel/2012-September/064842.html",4
"[Rd] Vignette question ","https://stat.ethz.ch/pipermail/r-devel/2012-September/064782.html",4
"[Rd] Change in the RNG implementation? ","https://stat.ethz.ch/pipermail/r-devel/2012-October/065049.html",4
"[Rd] Class generator functions for reference classes ","https://stat.ethz.ch/pipermail/r-devel/2012-October/065109.html",4
"[Rd] contr.sum() and contrast names ","https://stat.ethz.ch/pipermail/r-devel/2012-October/065107.html",4
"[Rd] How deep can/should lists be nested? ","https://stat.ethz.ch/pipermail/r-devel/2012-October/065003.html",4
"[Rd] problem with OSX binary package build? ","https://stat.ethz.ch/pipermail/r-devel/2012-October/065008.html",4
"[Rd] Problems with install.packages when Ncpus > 1 ","https://stat.ethz.ch/pipermail/r-devel/2012-October/064974.html",4
"[Rd] R CMD SHLIB error bad value (core2) for -mtune= switch ","https://stat.ethz.ch/pipermail/r-devel/2012-October/064996.html",4
"[Rd] setting option in function ","https://stat.ethz.ch/pipermail/r-devel/2012-October/065045.html",4
"[Rd] Spurious warning when calling data() ? ","https://stat.ethz.ch/pipermail/r-devel/2012-October/065068.html",4
"[Rd] Non-recursive way to remove empty directory on Windows? ","https://stat.ethz.ch/pipermail/r-devel/2012-November/065292.html",4
"[Rd] There is pmin and pmax each taking na.rm, how about psum? ","https://stat.ethz.ch/pipermail/r-devel/2012-November/065142.html",4
"[Rd] Call function only when running via R CMD check? ","https://stat.ethz.ch/pipermail/r-devel/2012-December/065451.html",4
"[Rd] Catching errors from solve() with near-singular matrices ","https://stat.ethz.ch/pipermail/r-devel/2012-December/065387.html",4
"[Rd] Creating a Factor Object in C code? ","https://stat.ethz.ch/pipermail/r-devel/2012-December/065488.html",4
"[Rd] Found explanation for R-2.15.2 slowdown in one case; caution for any users of La_chol ","https://stat.ethz.ch/pipermail/r-devel/2012-December/065428.html",4
"[Rd] reinterpreting externalptr in R ","https://stat.ethz.ch/pipermail/r-devel/2012-December/065485.html",4
"[Rd] Strange, most probably unjustified, codoc mismatch for S4 method with one argument plus '...' (re-try) ","https://stat.ethz.ch/pipermail/r-devel/2012-December/065418.html",4
"[Rd] SystemRequirements’ field ","https://stat.ethz.ch/pipermail/r-devel/2012-December/065402.html",4
"[Rd] weird bug with parallel, RSQlite and tcltk ","https://stat.ethz.ch/pipermail/r-devel/2012-December/065511.html",4
"[Rd] Issue with getParserData in R3.0.0 ","https://stat.ethz.ch/pipermail/r-devel/2013-January/065603.html",4
"[Rd] maintaining multiple R versions ","https://stat.ethz.ch/pipermail/r-devel/2013-January/065665.html",4
"[Rd] Missing /share/dictionaries/en_stats.rds ","https://stat.ethz.ch/pipermail/r-devel/2013-January/065563.html",4
"[Rd] Patch for setwd() to show path in error message ","https://stat.ethz.ch/pipermail/r-devel/2013-January/065588.html",4
"[Rd] Prevent serialization of an environment? ","https://stat.ethz.ch/pipermail/r-devel/2013-January/065632.html",4
"[Rd] Small changes to big objects (1) ","https://stat.ethz.ch/pipermail/r-devel/2013-January/065542.html",4
"[Rd] limitations to random number generator in 64-bits machines ","https://stat.ethz.ch/pipermail/r-devel/2013-February/065941.html",4
"[Rd] Running R scripts with interactive-style evaluation ","https://stat.ethz.ch/pipermail/r-devel/2013-February/065971.html",4
"[Rd] Suggestion: Custom filename patterns for non-Sweave	vignettes ","https://stat.ethz.ch/pipermail/r-devel/2013-February/065856.html",4
"[Rd] crossprod(): g77 versus gfortran ","https://stat.ethz.ch/pipermail/r-devel/2013-March/066034.html",4
"[Rd] missing space in R version specifier makes PACKAGES file unreadable by install.packages() ","https://stat.ethz.ch/pipermail/r-devel/2013-March/066176.html",4
"[Rd] numerics from a factor ","https://stat.ethz.ch/pipermail/r-devel/2013-March/066127.html",4
"[Rd] R CMD check in R-3.0.0 gives warnings ","https://stat.ethz.ch/pipermail/r-devel/2013-March/066196.html",4
"[Rd] source, sys.source and error line numbers ","https://stat.ethz.ch/pipermail/r-devel/2013-March/066144.html",4
"[Rd] Empty package skeleton ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066323.html",4
"[Rd] extracting tables from web pages? ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066494.html",4
"[Rd] is.vector(as.vector(x, m), m) not always TRUE ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066462.html",4
"[Rd] Publishing my Package on CRAN ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066378.html",4
"[Rd] R 3.0.0 memory use ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066329.html",4
"[Rd] Speeding up build-from-source ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066501.html",4
"[Rd] Subset of a 'table' divided by a 'table' is a 'table', but printed by 'print.default' ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066521.html",4
"[Rd] Suppress specific warnings ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066359.html",4
"[Rd] windows compile R from source,	where do I put the Tcl directory? ","https://stat.ethz.ch/pipermail/r-devel/2013-April/066302.html",4
"[Rd] Dependencies of Imports not attached? ","https://stat.ethz.ch/pipermail/r-devel/2013-May/066608.html",4
"[Rd] Windows, format.POSIXct and character encodings ","https://stat.ethz.ch/pipermail/r-devel/2013-May/066529.html",4
"[Rd] Compile error with gfortran-4.6 ","https://stat.ethz.ch/pipermail/r-devel/2013-June/066783.html",4
"[Rd] conflicting imports despite using importFrom in NAMESPACE ","https://stat.ethz.ch/pipermail/r-devel/2013-June/066769.html",4
"[Rd] Odd behavior of symbol objects with classes/attributes ","https://stat.ethz.ch/pipermail/r-devel/2013-June/066823.html",4
"[Rd] problem with eval(..., parent.frame(1L)) when package is not loaded ","https://stat.ethz.ch/pipermail/r-devel/2013-June/066894.html",4
"[Rd] Save R Objects in C Code ","https://stat.ethz.ch/pipermail/r-devel/2013-June/066871.html",4
"[Rd] stats::convolve documentation enhancement ","https://stat.ethz.ch/pipermail/r-devel/2013-June/066858.html",4
"[Rd] cache most-recent dispatch ","https://stat.ethz.ch/pipermail/r-devel/2013-July/066916.html",4
"[Rd] Cross-platform linking of a simple front-end ","https://stat.ethz.ch/pipermail/r-devel/2013-July/066928.html",4
"[Rd] does subset.data.frame need to accept extra arguments? ","https://stat.ethz.ch/pipermail/r-devel/2013-July/066953.html",4
"[Rd] R-devel Digest, Vol 125, Issue 2 ","https://stat.ethz.ch/pipermail/r-devel/2013-July/066924.html",4
"[Rd] The *tmp* variable ","https://stat.ethz.ch/pipermail/r-devel/2013-July/066949.html",4
"[Rd] ""False"" warning on ""replacing previous import"" when re-exporting identical object ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067321.html",4
"[Rd] [R] Internalization of help pages ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067089.html",4
"[Rd] broken link in docs for Binormial functions ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067108.html",4
"[Rd] Confusion about Depends:, Imports:, Enhances:, import(),	inportFrom() ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067182.html",4
"[Rd] Depends vs Imports ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067081.html",4
"[Rd] format bug and patch ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067139.html",4
"[Rd] model.frame(), model.matrix(),	and derived predictor variables ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067224.html",4
"[Rd] packages with Sweave and knitr vignettes? ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067214.html",4
"[Rd] proposal for new FAQ entry? ","https://stat.ethz.ch/pipermail/r-devel/2013-August/067093.html",4
"[Rd] numerical issue in contour.default? ","https://stat.ethz.ch/pipermail/r-devel/2013-September/067457.html",4
"[Rd] recordPlot() on non-interactive graphics device? ","https://stat.ethz.ch/pipermail/r-devel/2013-September/067581.html",4
"[Rd] appropriate work-around for problems with a specific plot device (Rstudio)? ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067807.html",4
"[Rd] Assigning empty symbol to variable. ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067784.html",4
"[Rd] install.packages() removes package on Windows ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067714.html",4
"[Rd] interrupting Sweave leaves open sink connection ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067798.html",4
"[Rd] missing documentation entries ... WARNING ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067730.html",4
"[Rd] possible Sweave problem in rdevel build on Debian 6.0.8? ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067800.html",4
"[Rd] Set operation generics ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067783.html",4
"[Rd] Subversion log no longer being updated daily ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067759.html",4
"[Rd] Two R editiosn in Unix cluster systems ","https://stat.ethz.ch/pipermail/r-devel/2013-October/067734.html",4
"[Rd] Byte code compile not helpful in R3.0.2 ","https://stat.ethz.ch/pipermail/r-devel/2013-November/067870.html",4
"[Rd] Embedded R Fails When Run on LSF Queue System ","https://stat.ethz.ch/pipermail/r-devel/2013-November/067951.html",4
"[Rd] How to do package cleanup: hooks .onUnload, R_unload_mylib, .onDetach are not called on quit ","https://stat.ethz.ch/pipermail/r-devel/2013-November/067912.html",4
"[Rd] problem using rJava with parallel::mclapply ","https://stat.ethz.ch/pipermail/r-devel/2013-November/067956.html",4
"[Rd] R CMD check (v-3.0.2) not loading $R_CHECK_ENVIRON ","https://stat.ethz.ch/pipermail/r-devel/2013-November/067979.html",4
"[Rd] tar binary in RTools 3.1.0.1939 has problems with tar.bz2 files ","https://stat.ethz.ch/pipermail/r-devel/2013-November/067983.html",4
"[Rd] pesky \usage-warnings with R CMD check ","https://stat.ethz.ch/pipermail/r-devel/2013-December/068021.html",4
"[Rd] Strange warnings when unloading packages with S4 classes ","https://stat.ethz.ch/pipermail/r-devel/2013-December/068111.html",4
"[Rd] class() on substitute(...) output? ","https://stat.ethz.ch/pipermail/r-devel/2014-January/068148.html",4
"[Rd] Fortran BLAS giving bad results ","https://stat.ethz.ch/pipermail/r-devel/2014-January/068195.html",4
"[Rd] Installation of R-3.0.2 failed Fortran error ","https://stat.ethz.ch/pipermail/r-devel/2014-January/068276.html",4
"[Rd] No repository set, so cyclic dependency check skipped ","https://stat.ethz.ch/pipermail/r-devel/2014-January/068300.html",4
"[Rd] Using unicode from C interface of R ","https://stat.ethz.ch/pipermail/r-devel/2014-January/068258.html",4
"[Rd] C headers ","https://stat.ethz.ch/pipermail/r-devel/2014-February/068354.html",4
"[Rd] getting environment from ""top"" promise ","https://stat.ethz.ch/pipermail/r-devel/2014-February/068389.html",4
"[Rd] Running examples with R5 constructor from package failing ","https://stat.ethz.ch/pipermail/r-devel/2014-February/068333.html",4
"[Rd] seq range argument ","https://stat.ethz.ch/pipermail/r-devel/2014-February/068342.html",4
"[Rd] String Vector Encoding ","https://stat.ethz.ch/pipermail/r-devel/2014-February/068337.html",4
"[Rd] What this error means ","https://stat.ethz.ch/pipermail/r-devel/2014-February/068429.html",4
"[Rd] 'parallel' package changes '.Random.seed' ","https://stat.ethz.ch/pipermail/r-devel/2014-March/068471.html",4
"[Rd] Detect a terminated pipe ","https://stat.ethz.ch/pipermail/r-devel/2014-March/068520.html",4
"[Rd] Error: C stack usage is too close to the limit ","https://stat.ethz.ch/pipermail/r-devel/2014-March/068699.html",4
"[Rd] Fwd: C code and DLL file in the package ","https://stat.ethz.ch/pipermail/r-devel/2014-March/068510.html",4
"[Rd] Memcheck: Invalid  read of size 4 ","https://stat.ethz.ch/pipermail/r-devel/2014-March/068564.html",4
"[Rd] R-devel Digest, Vol 133, Issue 23 ","https://stat.ethz.ch/pipermail/r-devel/2014-March/068680.html",4
"[Rd] rgl question ","https://stat.ethz.ch/pipermail/r-devel/2014-March/068705.html",4
"[Rd] ""Name partially matched in data frame"" ","https://stat.ethz.ch/pipermail/r-devel/2014-April/068940.html",4
"[Rd] attach() outputs messages to stdout - should it be stderr? ","https://stat.ethz.ch/pipermail/r-devel/2014-April/068760.html",4
"[Rd] Is it possible to shrink an R object in place? ","https://stat.ethz.ch/pipermail/r-devel/2014-April/068776.html",4
"[Rd] palette() can hang and fail due to X11 ","https://stat.ethz.ch/pipermail/r-devel/2014-April/068881.html",4
"[Rd] Problem with Renaming R object ","https://stat.ethz.ch/pipermail/r-devel/2014-April/068935.html",4
"[Rd] R 3.0.3 for OSX ","https://stat.ethz.ch/pipermail/r-devel/2014-April/068802.html",4
"[Rd] Ellipsis to Two Functions When One Has Nested Functions ","https://stat.ethz.ch/pipermail/r-devel/2014-May/069100.html",4
"[Rd] Inconsistency in vector printing depending on length ","https://stat.ethz.ch/pipermail/r-devel/2014-May/069052.html",4
"[Rd] issue with parallel package ","https://stat.ethz.ch/pipermail/r-devel/2014-May/069072.html",4
"[Rd] mcmapply Core Usage ","https://stat.ethz.ch/pipermail/r-devel/2014-May/069108.html",4
"[Rd] R crash using Sys.which on Windows ","https://stat.ethz.ch/pipermail/r-devel/2014-May/068977.html",4
"[Rd] SEXPTYPEs ","https://stat.ethz.ch/pipermail/r-devel/2014-May/069048.html",4
"[Rd] dget() much slower in recent R versions ","https://stat.ethz.ch/pipermail/r-devel/2014-June/069256.html",4
"[Rd] Listing Packages in Depends or Imports ","https://stat.ethz.ch/pipermail/r-devel/2014-June/069314.html",4
"[Rd] model.frame and parent environment ","https://stat.ethz.ch/pipermail/r-devel/2014-June/069226.html",4
"[Rd] arguments to .Call(), .External should be read-only? ","https://stat.ethz.ch/pipermail/r-devel/2014-July/069364.html",4
"[Rd] create R package include Fortran source code. ","https://stat.ethz.ch/pipermail/r-devel/2014-July/069429.html",4
"[Rd] grouping list of objects in the help system ","https://stat.ethz.ch/pipermail/r-devel/2014-July/069380.html",4
"[Rd] Is the ISC license acceptable for CRAN? ","https://stat.ethz.ch/pipermail/r-devel/2014-July/069449.html",4
"[Rd] request of information about creating DLL from R to be used in other languages/programs ","https://stat.ethz.ch/pipermail/r-devel/2014-July/069415.html",4
"[Rd] Package manual Tex file ","https://stat.ethz.ch/pipermail/r-devel/2014-August/069577.html",4
"[Rd] portableParalleSeeds Package violation, CRAN exception? ","https://stat.ethz.ch/pipermail/r-devel/2014-August/069520.html",4
"[Rd] R process (and forked children via system2) are limited to	1 core? ","https://stat.ethz.ch/pipermail/r-devel/2014-August/069525.html",4
"[Rd] RFC: diag(x, n)  not preserving integer and logical x ","https://stat.ethz.ch/pipermail/r-devel/2014-August/069531.html",4
"[Rd] Bug in new behaviour for all.equal and environments? ","https://stat.ethz.ch/pipermail/r-devel/2014-September/069832.html",4
"[Rd] formatR 1.0 caused error ","https://stat.ethz.ch/pipermail/r-devel/2014-September/069823.html",4
"[Rd] negative numerics in [] ","https://stat.ethz.ch/pipermail/r-devel/2014-September/069736.html",4
"[Rd] timings for examples in R CMD check ","https://stat.ethz.ch/pipermail/r-devel/2014-September/069729.html",4
"[Rd] Unable to compile R 3.1.3 under GCC 4.1.2 (Red Hat	4.1.2-51) ","https://stat.ethz.ch/pipermail/r-devel/2014-September/069709.html",4
"[Rd] Using requireNamespace() instead of require() ","https://stat.ethz.ch/pipermail/r-devel/2014-September/069852.html",4
"[Rd] 'library' or 'require' call not declared from: 'rgl' ","https://stat.ethz.ch/pipermail/r-devel/2014-October/070001.html",4
"[Rd] Advice on package design for handling of dots in a formula ","https://stat.ethz.ch/pipermail/r-devel/2014-October/069927.html",4
"[Rd] How I() works in a formula ","https://stat.ethz.ch/pipermail/r-devel/2014-October/069878.html",4
"[Rd] Building R package: “Found 'rand', possibly from 'rand' (C)” NOTE when checking package ","https://stat.ethz.ch/pipermail/r-devel/2014-November/070039.html",4
"[Rd] Holding a large number of SEXPs in C++ ","https://stat.ethz.ch/pipermail/r-devel/2014-November/070044.html",4
"[Rd] Non-webby links on Windows web page ","https://stat.ethz.ch/pipermail/r-devel/2014-November/070138.html",4
"[Rd] Problem understanding behaviour of versionCheck for loadNamespace (and when versions for Imports packages are checked) ","https://stat.ethz.ch/pipermail/r-devel/2014-November/070198.html",4
"[Rd] Problem with  build and check ","https://stat.ethz.ch/pipermail/r-devel/2014-November/070130.html",4
"[Rd] subscripting a data.frame (without changing row order) changes internal row.names ","https://stat.ethz.ch/pipermail/r-devel/2014-November/070121.html",4
"[Rd] Bundling system dependencies in binary packages ","https://stat.ethz.ch/pipermail/r-devel/2014-December/070217.html",4
"[Rd] Benchmark code, but avoid printing ","https://stat.ethz.ch/pipermail/r-devel/2015-January/070339.html",4
"[Rd] Help finding source of warnings ","https://stat.ethz.ch/pipermail/r-devel/2015-January/070447.html",4
"[Rd] Is the tcltk failure in affylmGUI related to R bug 15957 ","https://stat.ethz.ch/pipermail/r-devel/2015-January/070424.html",4
"[Rd] Link to NEWS.2 in NEWS is broken ","https://stat.ethz.ch/pipermail/r-devel/2015-January/070465.html",4
"[Rd] Proper way to define cbind, rbind for s4 classes in package ","https://stat.ethz.ch/pipermail/r-devel/2015-January/070516.html",4
"[Rd] Color Coding in R-devel/NEWS ","https://stat.ethz.ch/pipermail/r-devel/2015-February/070667.html",4
"[Rd] R CMD check: Uses the superseded package: ‘doSNOW’ ","https://stat.ethz.ch/pipermail/r-devel/2015-February/070625.html",4
"[Rd] Rcurl crash in R-devel ","https://stat.ethz.ch/pipermail/r-devel/2015-February/070600.html",4
"[Rd] Testthat and global environments in R packages on CRAN ","https://stat.ethz.ch/pipermail/r-devel/2015-February/070614.html",4
"[Rd] Which function can change RNG state? ","https://stat.ethz.ch/pipermail/r-devel/2015-February/070613.html",4
"[Rd] xtabs and NA ","https://stat.ethz.ch/pipermail/r-devel/2015-February/070623.html",4
"[Rd] [Rcpp-devel] Windows gcc toolchain for R 3.2.0 ","https://stat.ethz.ch/pipermail/r-devel/2015-March/070855.html",4
"[Rd] Best way to handle dependency on non-CRAN package / large data package? ","https://stat.ethz.ch/pipermail/r-devel/2015-March/070823.html",4
"[Rd] Performance issue in stats:::weighted.mean.default method ","https://stat.ethz.ch/pipermail/r-devel/2015-March/070762.html",4
"[Rd] R with Array Hashes ","https://stat.ethz.ch/pipermail/r-devel/2015-March/070772.html",4
"[Rd] Rtools version 3.3.0.1957 looking for C even though RTOOLS variable is pointing elsewhere ","https://stat.ethz.ch/pipermail/r-devel/2015-March/070833.html",4
"[Rd] CRAN submit page down ","https://stat.ethz.ch/pipermail/r-devel/2015-April/071003.html",4
"[Rd] model frames and update() ","https://stat.ethz.ch/pipermail/r-devel/2015-April/071002.html",4
"[Rd] Redefining { ","https://stat.ethz.ch/pipermail/r-devel/2015-April/070969.html",4
"[Rd] shlib problems with Intel compiler ","https://stat.ethz.ch/pipermail/r-devel/2015-April/070987.html",4
"[Rd] typo in R-exts.html section 6.9 ","https://stat.ethz.ch/pipermail/r-devel/2015-April/070944.html",4
"[Rd] Compiling 64bit static library for Windows (Rtools33, MSYS2, cross-compile on linux) ","https://stat.ethz.ch/pipermail/r-devel/2015-May/071300.html",4
"[Rd] Define replacement functions ","https://stat.ethz.ch/pipermail/r-devel/2015-May/071070.html",4
"[Rd] IdntoAscii issue with KERNEL32.dll on 64-bit R on Windows Server 2003 x64 SP2 ","https://stat.ethz.ch/pipermail/r-devel/2015-May/071094.html",4
